p,d,q,CV_RMSE,CV_AIC,CV_BIC,n_success,n_splits
5,1,1,2211.2837701094295,26175.20769248832,26256.977240515236,19,19
5,1,2,2215.2944002143804,26176.795703194,26264.016554422713,19,19
5,1,3,1834.3368651672236,26127.541343201174,26220.213497631677,19,19
5,1,4,2180.182839688537,26139.133288611247,26237.256746243544,19,19
5,1,5,2112.9029258154064,26112.509816408347,26216.073503022584,19,19
5,1,6,2130.347706442612,26096.340630548453,26205.343373591928,19,19
6,0,0,2937.365274562409,26199.923666008628,26281.693214035542,19,19
6,0,1,2779.6537287202923,26141.34799074243,26228.568841971144,19,19
6,0,2,2735.0104580409984,26142.33455192965,26235.006706360145,19,19
6,0,3,9660567636.708385,26328.800774195966,26426.924231828267,19,19
6,0,4,2705.3564125379407,26086.70962503922,26190.28438587331,19,19
6,0,5,2690.615592871258,26112.035511327627,26221.061575363514,19,19
6,0,6,2702.6856156871013,26119.444555424387,26233.90968273486,19,19
6,1,0,1903.1834155527993,26253.84342120651,26335.604226428277,19,19
6,1,1,2057.7269367132303,26158.02088842266,26245.232413992544,19,19
6,1,2,2127.6108917961596,26159.18480243407,26251.84704835207,19,19
6,1,3,2333.2848513044983,26139.59442850984,26237.707394775964,19,19
6,1,4,2109.0584963348037,26123.284386934796,26226.84807354903,19,19
6,1,5,2149.5868476746477,26116.67508312599,26225.68949008835,19,19
6,1,6,2186.906501659816,26096.42896366219,26210.88184385784,19,19
7,0,0,2908.2878911750313,26179.201377788748,26266.412903358632,19,19
7,0,1,2796.588940485982,26124.388909670437,26217.051155588437,19,19
7,0,2,2778.4800532924237,26126.42687555115,26224.53984181727,19,19
7,0,3,2749.3548274191053,26133.179878361218,26236.74356497545,19,19
7,0,4,275580552.36951923,26186.7456526333,26295.76005959566,19,19
7,0,5,2705.0314296062256,26117.107327471727,26231.572454782196,19,19
7,0,6,2699.926715604264,26114.950770221363,26234.866617879958,19,19
7,1,0,1923.0633585739029,26213.096306812517,26300.298501247296,19,19
7,1,1,2254.2365624295085,26143.789339967592,26236.44167155455,19,19
7,1,2,2217.597782730902,26144.935434074654,26243.037902813783,19,19
7,1,3,2186.0058858760517,26102.909607637015,26206.462213528317,19,19
7,1,4,2184.259668274715,26135.242489298947,26244.245232342422,19,19
7,1,5,2158.674387348434,26107.44665405225,26221.899534247903,19,19
7,1,6,2118.161556024851,26101.720250095816,26221.623267443643,19,19
8,0,0,2853.137915493564,26145.209838230625,26237.862169817585,19,19
8,0,1,2687.4248980981993,26099.376743733475,26197.47921247261,19,19
8,0,2,2707.072418199629,26107.60605741802,26211.158663309325,19,19
8,0,3,2728.3090336541222,26125.046466112046,26234.049209155524,19,19
8,0,4,5.779588117641423e+41,26477.388100677894,26591.84098087355,19,19
8,0,5,2677.9140229451214,26196.641532824247,26316.54455017207,19,19
8,0,6,2685.0721199353375,26100.90247321395,26226.255627713952,19,19
8,1,0,1948.2222233555372,26188.156980701595,26280.799392132078,19,19
8,1,1,2013.3001354640483,26130.275432727758,26228.3673977718,19,19
8,1,2,2163.0811710051507,26131.878564616607,26235.42008327421,19,19
8,1,3,2153.854335040509,26085.847256569657,26194.838328840815,19,19
8,1,4,2247.7314760334207,26137.692688853487,26252.1333147382,19,19
8,1,5,2004.618786567535,26088.639719378196,26208.529898876466,19,19
8,1,6,2195.06994260873,26086.700245597214,26212.039978709046,19,19
