p,d,q,AIC,BIC,RMSE,status
3,0,0,37722.07355858454,37750.05803077526,3559.4449475295282,success
3,0,1,37721.76374581005,37755.34511243892,3557.7959981584168,success
3,0,2,37714.98935645381,37754.16761752082,3532.649890378142,success
3,0,3,37702.90064500553,37747.67580051069,3132.6873736432226,success
3,0,4,37683.51490995639,37733.8869598997,3131.98549228836,success
3,0,5,37685.2493554956,37741.218299877044,3150.3567626012564,success
3,0,6,37688.13553888238,37749.70137770197,2851.885519643351,success
3,1,0,37840.46799249618,37862.853561712436,913.6509801391535,success
3,1,1,37703.80946556444,37731.79142708476,1025.7889781991196,success
3,1,2,37702.11173132899,37735.69008515337,1051.2928390358068,success
3,1,3,37698.65071345787,37737.82545958632,1222.0675704973607,success
3,1,4,37678.44565225417,37723.21679068669,1143.8059020353473,success
3,1,5,37676.74819703879,37727.11572777537,2140.3860694055197,success
3,1,6,37683.44274499611,37739.40666803675,3487.083092660751,success
4,0,0,37715.492370720145,37749.07373734901,3537.258340067601,success
4,0,1,37702.866749984096,37742.04501105111,3263.2441294209552,success
4,0,2,37704.49299367633,37749.26814918149,3218.491298233104,success
4,0,3,37704.699362543986,37755.07141248729,3108.114091117328,success
4,0,4,37690.65846615049,37746.62741053193,3141.1160901012677,success
4,0,5,37687.30850976308,37748.87434858267,3087.388807026356,success
4,0,6,37688.75270257679,37755.915435834526,3463.8743669903583,success
4,1,0,37809.66923823187,37837.651199752196,920.6926271833116,success
4,1,1,37700.71225149578,37734.290605320166,1165.5119980015197,success
4,1,2,37687.113639970055,37726.2883860985,995.347112432949,success
4,1,3,37680.00645850801,37724.77759694053,1220.4612500692062,success
4,1,4,37679.27364848231,37729.64117921889,1083.4409853961631,success
4,1,5,37678.59159789877,37734.55552093941,2141.508643714532,success
4,1,6,37680.187283490246,37741.747598834954,3555.2550164596364,success
5,0,0,37710.30880716478,37749.48706823179,3511.076681953622,success
5,0,1,37694.572392378104,37739.34754788326,3526.6455605252227,success
5,0,2,37687.41250594716,37737.78455589047,3319.737891684171,success
5,0,3,37688.277166183434,37744.246110564876,3022.723117218375,success
5,0,4,37683.71861956657,37745.28445838616,3266.343732005168,success
5,0,5,37707.46214800414,37774.62488126187,3515.5674382696607,success
5,0,6,37687.029280318406,37759.788908014285,3136.1774605209835,success
5,1,0,37806.644845035,37840.223198859385,921.7024606081415,success
5,1,1,37698.91536546566,37738.09011159411,1558.8372503618816,success
5,1,2,37680.66297761548,37725.434116047996,1248.048695187577,success
5,1,3,37695.747454391,37746.11498512758,1029.0729492815517,success
5,1,4,37683.536584997,37739.500508037636,1142.4297493871534,success
5,1,5,37679.613883347,37741.17419869171,2824.8392391935226,success
5,1,6,37677.99156523576,37745.14827288453,1323.4774659837603,success
6,0,0,37712.1056026928,37756.880758197956,3515.8394827338407,success
6,0,1,37694.73318000432,37745.10522994762,3513.282413614804,success
6,0,2,37685.594101247305,37741.56304562875,3113.431993700164,success
6,0,3,37697.69513206894,37759.26097088853,3352.0738990208743,success
6,0,4,37685.884964326,37753.04769758373,3074.9726180667185,success
6,0,5,37683.82040738045,37756.58003507633,3268.492493375408,success
6,0,6,37699.80703834124,37778.16356047527,3443.319329521158,success
6,1,0,37783.41236665973,37822.58711278818,931.5614473986612,success
6,1,1,37698.43360857017,37743.20474700269,1268.4933368292939,success
6,1,2,37684.12564450722,37734.4931752438,3494.585986750258,success
6,1,3,37698.792809548584,37754.75673258922,1098.695769965142,success
6,1,4,37678.008648651696,37739.568963996404,1374.7497221039778,success
6,1,5,37683.677469614486,37750.834177263256,1729.608511362022,success
6,1,6,37678.17560620453,37750.92870615736,1677.4660179123728,success
7,0,0,37707.412904955534,37757.78495489884,3484.8695718683643,success
7,0,1,37702.50830115647,37758.47724553791,3358.9246355940772,success
7,0,2,37704.619584075466,37766.185422895054,3513.701075804899,success
7,0,3,37694.329426707845,37761.49215996558,3318.502230876869,success
7,0,4,37676.977135433015,37749.736763128894,3086.1574558459206,success
7,0,5,37680.60682232794,37758.96334446197,3167.7092798546014,success
7,0,6,37681.82160862438,37765.77502519655,3028.2024870548,success
7,1,0,37773.80179262965,37818.57293106217,936.3978457061753,success
7,1,1,37695.99345731962,37746.3609880562,2199.1905155960408,success
7,1,2,37684.93777498341,37740.90169802405,3501.1063894456297,success
7,1,3,37677.72298420578,37739.28329955049,1697.7017353800063,success
7,1,4,37674.113199586835,37741.269907235604,2345.956413438184,success
7,1,5,37683.00483277775,37755.75793273058,1067.2015971773653,success
7,1,6,37677.24349484869,37755.59298710559,1462.1681539586011,success
8,0,0,37707.67857183337,37763.64751621481,3466.929268326822,success
8,0,1,37703.663797479094,37765.22963629868,3115.813132208386,success
8,0,2,37689.07161323466,37756.23434649239,3196.897638502053,success
8,0,3,37684.41685905142,37757.176486747296,3025.3092887719104,success
8,0,4,37684.121310851304,37762.47783298533,3388.7461823281565,success
8,0,5,37689.92060591085,37773.87402248302,3230.1443245277055,success
8,0,6,37688.22960617434,37777.77991718465,2714.426045864421,success
8,1,0,37768.15654952699,37818.52408026357,938.4487419158038,success
8,1,1,37695.494063574384,37751.45798661502,3432.989374915963,success
8,1,2,37684.43603027822,37745.99634562293,3476.968713310861,success
8,1,3,37687.04752386026,37754.20423150903,2731.358603546641,success
8,1,4,37673.72318959734,37746.47628955017,3473.3770014796787,success
8,1,5,37688.68043250352,37767.02992476042,3487.173574279441,success
8,1,6,37678.51789100352,37762.46377556448,1074.4181752373688,success
